Generic Name	SMILES	Drug Bank ID	URL	Drug Groups	Score
Norflurane	DB13116	FCC(F)(F)F	https://go.drugbank.com/drugs/DB13116	approved; experimental	-656.331
Pentafluoropropane	DB13117	FC(F)CC(F)(F)F	https://go.drugbank.com/drugs/DB13117	approved; investigational	-626.056
Lusutrombopag	DB13125	CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1	https://go.drugbank.com/drugs/DB13125	approved; investigational	-438.079
Fluindione	DB13136	FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O	https://go.drugbank.com/drugs/DB13136	approved; investigational	-659.742
Levosalbutamol	DB13139	CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1	https://go.drugbank.com/drugs/DB13139	approved; investigational	-707.577
Levomenol	DB13153	[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C	https://go.drugbank.com/drugs/DB13153	approved; experimental	-634.417
Parachlorophenol	DB13154	OC1=CC=C(Cl)C=C1	https://go.drugbank.com/drugs/DB13154	approved	-639.574
Esculin	DB13155	OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O	https://go.drugbank.com/drugs/DB13155	approved	-627.079
Clobetasone	DB13158	[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl	https://go.drugbank.com/drugs/DB13158	approved	-659.765
Zofenopril	DB13166	C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1	https://go.drugbank.com/drugs/DB13166	approved	-628.334
Alclofenac	DB13167	OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1	https://go.drugbank.com/drugs/DB13167	approved; withdrawn	-651.029
Gluconic Acid	DB13180	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O	https://go.drugbank.com/drugs/DB13180	approved; investigational	-630.996
Guanoxan	DB13211	NC(=N)NCC1COC2=C(O1)C=CC=C2	https://go.drugbank.com/drugs/DB13211	approved	-641.361
Butaperazine	DB13213	CCCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1	https://go.drugbank.com/drugs/DB13213	approved	-484.563
Oxolamine	DB13216	CCN(CC)CCC1=NC(=NO1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB13216	approved	-613.739
Mandelic acid	DB13218	OC(C(O)=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB13218	approved	-629.084
Medifoxamine	DB13219	CN(C)CC(OC1=CC=CC=C1)OC1=CC=CC=C1	https://go.drugbank.com/drugs/DB13219	approved	-632.163
Apronalide	DB13221	CC(C)C(CC=C)C(=O)NC(N)=O	https://go.drugbank.com/drugs/DB13221	approved	-657.253
Tilbroquinol	DB13222	CC1=C2C=CC=NC2=C(O)C(Br)=C1	https://go.drugbank.com/drugs/DB13222	approved	-613.944
Dibenzepin	DB13225	CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O	https://go.drugbank.com/drugs/DB13225	approved	-635.693
Flosequinan	DB13228	CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O	https://go.drugbank.com/drugs/DB13228	approved	-630.07
Thiram	DB13245	CN(C)C(=S)SSC(=S)N(C)C	https://go.drugbank.com/drugs/DB13245	approved; experimental	-652.2
Quinupramine	DB13246	C1CN2CCC1C(C2)N1C2=CC=CC=C2CCC2=CC=CC=C12	https://go.drugbank.com/drugs/DB13246	approved	-700.412
Pramiracetam	DB13247	CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C	https://go.drugbank.com/drugs/DB13247	approved	-609.735
Phthalylsulfathiazole	DB13248	OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1	https://go.drugbank.com/drugs/DB13248	approved	-618.833
Proxibarbal	DB13253	CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O	https://go.drugbank.com/drugs/DB13253	approved	-633.209
Clothiapine	DB13256	CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=C(Cl)C=C2	https://go.drugbank.com/drugs/DB13256	approved	-655.019
Etofamide	DB13258	CCOCCN(CC1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1)C(=O)C(Cl)Cl	https://go.drugbank.com/drugs/DB13258	approved	-708.334
Ethyl chloride	DB13259	CCCl	https://go.drugbank.com/drugs/DB13259	approved; experimental; investigational	-626.402
Aceclidine	DB13262	CC(=O)OC1CN2CCC1CC2	https://go.drugbank.com/drugs/DB13262	approved	-628.227
Ritiometan	DB13267	OC(=O)CSC(SCC(O)=O)SCC(O)=O	https://go.drugbank.com/drugs/DB13267	approved	-631.026
Dichlorobenzyl alcohol	DB13269	OCC1=C(Cl)C=C(Cl)C=C1	https://go.drugbank.com/drugs/DB13269	approved	-626.16
Dibekacin	DB13270	NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1	https://go.drugbank.com/drugs/DB13270	approved	-583.423
Sultopride	DB13273	CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC	https://go.drugbank.com/drugs/DB13273	approved	-468.568
Micronomicin	DB13274	CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1	https://go.drugbank.com/drugs/DB13274	approved	-582.615
Benziodarone	DB13277	CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=CC=CC=C2O1	https://go.drugbank.com/drugs/DB13277	approved; withdrawn	-635.544
Bucetin	DB13278	CCOC1=CC=C(NC(=O)CC(C)O)C=C1	https://go.drugbank.com/drugs/DB13278	approved; withdrawn	-626.646
Carbocromen	DB13279	CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2	https://go.drugbank.com/drugs/DB13279	approved; withdrawn	-498.696
Benzododecinium	DB13282	CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	https://go.drugbank.com/drugs/DB13282	approved	-590.7
Meticrane	DB13284	CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2	https://go.drugbank.com/drugs/DB13284	approved	-620.805
Bumadizone	DB13286	CCCCC(C(O)=O)C(=O)N(NC1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB13286	approved	-633.289
Tromantadine	DB13288	CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2	https://go.drugbank.com/drugs/DB13288	approved	-693.817
Pimethixene	DB13292	CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12	https://go.drugbank.com/drugs/DB13292	approved	-636.385
Chlorquinaldol	DB13306	CC1=NC2=C(C=C1)C(Cl)=CC(Cl)=C2O	https://go.drugbank.com/drugs/DB13306	approved	-632.858
Trichloroethylene	DB13323	ClC=C(Cl)Cl	https://go.drugbank.com/drugs/DB13323	approved	-629.06
Pheneticillin	DB13337	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C)OC1=CC=CC=C1)C(O)=O	https://go.drugbank.com/drugs/DB13337	approved	-508.751
Dihydroergocristine	DB13345	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C	https://go.drugbank.com/drugs/DB13345	approved; experimental	-634.076
Bufexamac	DB13346	CCCCOC1=CC=C(CC(=O)NO)C=C1	https://go.drugbank.com/drugs/DB13346	approved; withdrawn	-642.856
Edoxudine	DB13421	CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O	https://go.drugbank.com/drugs/DB13421	approved; investigational; withdrawn	-630.266
Ioxitalamic acid	DB13444	CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I	https://go.drugbank.com/drugs/DB13444	approved	-560.142
Bendazac	DB13501	OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12	https://go.drugbank.com/drugs/DB13501	approved; withdrawn	-586.466
Metergoline	DB13520	[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C	https://go.drugbank.com/drugs/DB13520	approved	-570.013
Cyclopenthiazide	DB13532	NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl	https://go.drugbank.com/drugs/DB13532	approved	-572.528
Mephenesin	DB13583	CC1=CC=CC=C1OCC(O)CO	https://go.drugbank.com/drugs/DB13583	approved	-612.275
Methoxyphenamine	DB13624	CNC(C)CC1=CC=CC=C1OC	https://go.drugbank.com/drugs/DB13624	approved	-664.224
Ethyl hydroxybenzoate	DB13628	CCOC(=O)C1=CC=C(O)C=C1	https://go.drugbank.com/drugs/DB13628	approved; experimental	-629.11
Benorilate	DB13657	CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1	https://go.drugbank.com/drugs/DB13657	approved	-606.505
Naftazone	DB13680	NC(=O)N\N=C1/C=CC2=CC=CC=C2C1=O	https://go.drugbank.com/drugs/DB13680	approved	-633.374
Cefpirome	DB13682	[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O	https://go.drugbank.com/drugs/DB13682	approved	-610.762
Tritoqualine	DB13711	CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12	https://go.drugbank.com/drugs/DB13711	approved	-661.048
Diphemanil	DB13720	C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB13720	approved; vet_approved; withdrawn	-639.235
Trolamine	DB13747	OCCN(CCO)CCO	https://go.drugbank.com/drugs/DB13747	approved	-631.83
Lidoflazine	DB13766	CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1	https://go.drugbank.com/drugs/DB13766	approved; experimental	-580.113
Xamoterol	DB13781	OC(CNCCNC(=O)N1CCOCC1)COC1=CC=C(O)C=C1	https://go.drugbank.com/drugs/DB13781	approved	-627.455
Acemetacin	DB13783	COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O	https://go.drugbank.com/drugs/DB13783	approved; investigational	-614.439
Muzolimine	DB13801	CC(N1N=C(N)CC1=O)C1=CC(Cl)=C(Cl)C=C1	https://go.drugbank.com/drugs/DB13801	approved; withdrawn	-632.877
Iodoform	DB13813	[H]C(I)(I)I	https://go.drugbank.com/drugs/DB13813	approved; experimental; vet_approved	-599.701
Noxytiolin	DB13838	CNC(=S)NCO	https://go.drugbank.com/drugs/DB13838	approved	-713.933
Fluorodopa (18F)	DB13848	N[C@@H](CC1=CC(O)=C(O)C=C1[18F])C(O)=O	https://go.drugbank.com/drugs/DB13848	approved; experimental	-628.226
Artemotil	DB13851	[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OCC)[C@@H]2C)O4	https://go.drugbank.com/drugs/DB13851	approved	-632.503
Anethole trithione	DB13853	COC1=CC=C(C=C1)C1=CC(=S)SS1	https://go.drugbank.com/drugs/DB13853	approved; experimental	-630.774
Gamolenic acid	DB13854	CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O	https://go.drugbank.com/drugs/DB13854	approved; investigational	-625.727
Dimazole	DB13858	CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C	https://go.drugbank.com/drugs/DB13858	approved; withdrawn	-596.227
Fluticasone	DB13867	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB13867	approved; experimental	-516.551
Lormetazepam	DB13872	CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl	https://go.drugbank.com/drugs/DB13872	approved	-633.486
Fenofibric acid	DB13873	CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O	https://go.drugbank.com/drugs/DB13873	approved	-630.89
Enasidenib	DB13874	CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F	https://go.drugbank.com/drugs/DB13874	approved; investigational	-625.455
Methyl nicotinate	DB13882	COC(=O)C1=CN=CC=C1	https://go.drugbank.com/drugs/DB13882	approved	-652.855
Amylmetacresol	DB13908	CCCCCC1=CC=C(C)C=C1O	https://go.drugbank.com/drugs/DB13908	approved	-636.916
Netarsudil	DB13931	CC1=CC(C)=C(C=C1)C(=O)OCC1=CC=C(C=C1)[C@@H](CN)C(=O)NC1=CC=C2C=NC=CC2=C1	https://go.drugbank.com/drugs/DB13931	approved	-642.474
Testosterone cypionate	DB13943	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1	https://go.drugbank.com/drugs/DB13943	approved	-632.922
Testosterone enanthate	DB13944	[H][C@@]12CC[C@H](OC(=O)CCCCCC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB13944	approved	-700.757
Testosterone undecanoate	DB13946	CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	https://go.drugbank.com/drugs/DB13946	approved; investigational	-730.772
Testosterone enantate benzilic acid hydrazone	DB13947	[H]N(N=C1CC[C@@]2(C)C(CC[C@@]3([H])[C@]4([H])CC[C@H](OC(=O)CCCCCC)[C@@]4(C)CC[C@]23[H])=C1)C(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB13947	approved; experimental	-503.36
Estradiol acetate	DB13952	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(C)=O)C=C3CC[C@@]21[H]	https://go.drugbank.com/drugs/DB13952	approved; investigational; vet_approved	-613.69
Estradiol benzoate	DB13953	[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4[C@@]3([H])CC[C@]12C	https://go.drugbank.com/drugs/DB13953	approved; investigational; vet_approved	-633.205
Estradiol cypionate	DB13954	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(O)=CC=C4[C@@]3([H])CC[C@]12C)OC(=O)CCC1CCCC1	https://go.drugbank.com/drugs/DB13954	approved; investigational; vet_approved	-519.02
Estradiol dienanthate	DB13955	CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CCCCCC)=CC=C4[C@H]3CC[C@]12C	https://go.drugbank.com/drugs/DB13955	approved; investigational; vet_approved	-587.778
Estradiol valerate	DB13956	[H][C@@]12CC[C@H](OC(=O)CCCC)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	https://go.drugbank.com/drugs/DB13956	approved; investigational; vet_approved	-655.944
Bronopol	DB13960	OCC(Br)(CO)[N+]([O-])=O	https://go.drugbank.com/drugs/DB13960	approved	-701.551
Isopropyl myristate	DB13966	CCCCCCCCCCCCCC(=O)OC(C)C	https://go.drugbank.com/drugs/DB13966	approved; experimental	-561.731
Patent Blue	DB13967	CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=C(C(O)=C1)S(O)(=O)=O)S(O)(=O)=O	https://go.drugbank.com/drugs/DB13967	approved	-524.755
Dioctyldimonium	DB13970	CCCCCCCC[N+](C)(C)CCCCCCCC	https://go.drugbank.com/drugs/DB13970	approved; experimental	-618.185
Racemethionine	DB13972	CSCCC(N)C(O)=O	https://go.drugbank.com/drugs/DB13972	approved; experimental	-623.345
Nomegestrol acetate	DB13981	[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C(C)=C[C@@]21[H]	https://go.drugbank.com/drugs/DB13981	approved; investigational	-633.174
Baloxavir marboxil	DB13997	[H][C@@]12COCCN1C(=O)C1=C(OCOC(=O)OC)C(=O)C=CN1N2[C@H]1C2=CC=C(F)C(F)=C2CSC2=CC=CC=C12	https://go.drugbank.com/drugs/DB13997	approved; investigational	-567.632
D-alpha-Tocopherol acetate	DB14002	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1	https://go.drugbank.com/drugs/DB14002	approved; nutraceutical; vet_approved	-518.028
Bromotheophylline	DB14018	CN1C2=C(NC(Br)=N2)C(=O)N(C)C1=O	https://go.drugbank.com/drugs/DB14018	approved	-626.053
Benzoin	DB14020	OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB14020	approved; experimental	-627.455
Acetyl sulfisoxazole	DB14033	CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1	https://go.drugbank.com/drugs/DB14033	approved; vet_approved	-700.483
Imidurea	DB14075	OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O	https://go.drugbank.com/drugs/DB14075	approved; experimental	-461.367
Medronic acid	DB14078	OP(O)(=O)CP(O)(O)=O	https://go.drugbank.com/drugs/DB14078	approved; investigational	-626.771
Betiatide	DB14082	OC(=O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB14082	approved; experimental	-579.485
Bisphenol A diglycidyl ether	DB14083	CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1	https://go.drugbank.com/drugs/DB14083	approved; experimental	-523.293
Butylparaben	DB14084	CCCCOC(=O)C1=CC=C(O)C=C1	https://go.drugbank.com/drugs/DB14084	approved; experimental	-624.869
Cianidanol	DB14086	O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC=C(O)C(O)=C1	https://go.drugbank.com/drugs/DB14086	approved; withdrawn	-652.692
Dimercaptosuccinic acid	DB14089	OC(=O)C(S)C(S)C(O)=O	https://go.drugbank.com/drugs/DB14089	approved; experimental	-626.651
Linoleic acid	DB14104	CCCCC\C=C/C\C=C/CCCCCCCC(O)=O	https://go.drugbank.com/drugs/DB14104	approved; experimental	-659.005
alpha-Arbutin	DB14109	OC[C@H]1O[C@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	https://go.drugbank.com/drugs/DB14109	approved; experimental	-629.315
Butylene glycol	DB14110	CC(O)CCO	https://go.drugbank.com/drugs/DB14110	approved; experimental	-646.34
Phenylethyl resorcinol	DB14120	CC(C1=CC=CC=C1)C1=CC=C(O)C=C1O	https://go.drugbank.com/drugs/DB14120	approved; experimental	-632.207
p-Phenylenediamine	DB14141	NC1=CC=C(N)C=C1	https://go.drugbank.com/drugs/DB14141	approved; experimental	-635.661
Synthetic camphor	DB14156	CC1(C)C2CCC1(C)C(=O)C2	https://go.drugbank.com/drugs/DB14156	approved; experimental	-628.595
Oxidronic acid	DB14159	OC(P(O)(O)=O)P(O)(O)=O	https://go.drugbank.com/drugs/DB14159	approved	-658.202
Diazolidinylurea	DB14173	OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O	https://go.drugbank.com/drugs/DB14173	approved; experimental	-696.648
Dipentamethylenethiuram disulfide	DB14174	S=C(SSC(=S)N1CCCCC1)N1CCCCC1	https://go.drugbank.com/drugs/DB14174	approved; experimental	-559.709
alpha-Amyl cinnamaldehyde	DB14175	CCCCC\C(C=O)=C\C1=CC=CC=C1	https://go.drugbank.com/drugs/DB14175	approved; experimental	-631.923
Benzylparaben	DB14176	OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1	https://go.drugbank.com/drugs/DB14176	approved; experimental	-637.221
Propylparaben	DB14177	CCCOC(=O)C1=CC=C(O)C=C1	https://go.drugbank.com/drugs/DB14177	approved; experimental	-648.304
Tetramethylthiuram monosulfide	DB14178	CN(C)C(=S)SC(=S)N(C)C	https://go.drugbank.com/drugs/DB14178	approved; experimental	-658.784
Geraniol	DB14183	CC(C)=CCC\C(C)=C\CO	https://go.drugbank.com/drugs/DB14183	approved; experimental	-635.226
Cinnamaldehyde	DB14184	O=C\C=C\C1=CC=CC=C1	https://go.drugbank.com/drugs/DB14184	approved; experimental	-639.354
Cinnamyl alcohol	DB14186	OC\C=C\C1=CC=CC=C1	https://go.drugbank.com/drugs/DB14186	approved; experimental	-633.524
Hydroxycitronellal	DB14187	[H]C(=O)CC(C)CCCC(C)(C)O	https://go.drugbank.com/drugs/DB14187	approved; experimental	-646.535
Isoeugenol	DB14188	COC1=CC(C=CC)=CC=C1O	https://go.drugbank.com/drugs/DB14188	approved; experimental	-632.993
Ethylenediamine	DB14189	NCCN	https://go.drugbank.com/drugs/DB14189	approved; experimental	-712.885
Diphenylguanidine	DB14191	N=C(NC1=CC=CC=C1)NC1=CC=CC=C1	https://go.drugbank.com/drugs/DB14191	approved; experimental	-661.846
4-(Isopropylamino)diphenylamine	DB14195	CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1	https://go.drugbank.com/drugs/DB14195	approved; experimental	-580.972
N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine	DB14196	C1CCC(CC1)NC1=CC=C(NC2=CC=CC=C2)C=C1	https://go.drugbank.com/drugs/DB14196	approved	-648.029
Methylchloroisothiazolinone	DB14197	CN1SC(Cl)=CC1=O	https://go.drugbank.com/drugs/DB14197	approved; experimental	-634.035
Bromothalonil	DB14199	BrCC(Br)(CCC#N)C#N	https://go.drugbank.com/drugs/DB14199	approved; experimental	-619.339
Thiohexam	DB14200	C1CCC(CC1)NSC1=NC2=CC=CC=C2S1	https://go.drugbank.com/drugs/DB14200	approved; experimental	-631.57
2,2'-Dibenzothiazyl disulfide	DB14201	S(SC1=NC2=CC=CC=C2S1)C1=NC2=CC=CC=C2S1	https://go.drugbank.com/drugs/DB14201	approved; experimental	-709.315
Morpholinylmercaptobenzothiazole	DB14202	C1CN(CCO1)SC1=NC2=CC=CC=C2S1	https://go.drugbank.com/drugs/DB14202	approved; experimental	-647.991
Methylparaben	DB14212	COC(=O)C1=CC=C(O)C=C1	https://go.drugbank.com/drugs/DB14212	approved	-644.123
Monomethyl fumarate	DB14219	COC(=O)\C=C\C(O)=O	https://go.drugbank.com/drugs/DB14219	approved; experimental; investigational	-655.06
L-Lactic acid	DB14475	C[C@H](O)C(O)=O	https://go.drugbank.com/drugs/DB14475	approved; experimental	-628.947
DL-alpha-Tocopherol	DB14476	CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1	https://go.drugbank.com/drugs/DB14476	approved; experimental; investigational	-612.377
Mometasone furoate	DB14512	[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB14512	approved; investigational; vet_approved	-469.186
Hydrocortisone acetate	DB14539	[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB14539	approved; vet_approved	-636.081
Hydrocortisone butyrate	DB14540	[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB14540	approved; vet_approved	-629.527
Hydrocortisone cypionate	DB14541	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC3CCCC3)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB14541	approved; investigational; vet_approved	-708.364
Hydrocortisone phosphate	DB14542	[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB14542	approved; vet_approved	-618.542
Hydrocortisone probutate	DB14543	[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB14543	approved; vet_approved	-655.911
Hydrocortisone valerate	DB14544	[H][C@@]12CC[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB14544	approved; vet_approved	-662.91
Hydrocortisone succinate	DB14545	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB14545	approved	-694.536
Ivosidenib	DB14568	[H][C@@](N(C(=O)[C@]1([H])CCC(=O)N1C1=NC=CC(=C1)C#N)C1=CC(F)=CN=C1)(C(=O)NC1CC(F)(F)C1)C1=C(Cl)C=CC=C1	https://go.drugbank.com/drugs/DB14568	approved; investigational	-623.349
Tedizolid	DB14569	CN1N=NC(=N1)C1=NC=C(C=C1)C1=C(F)C=C(C=C1)N1C[C@H](CO)OC1=O	https://go.drugbank.com/drugs/DB14569	approved; investigational	-616.669
Eslicarbazepine	DB14575	NC(=O)N1C2=CC=CC=C2[C@@H](O)CC2=C1C=CC=C2	https://go.drugbank.com/drugs/DB14575	approved	-662.952
Segesterone acetate	DB14583	[H][C@@]12CC(=C)[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	https://go.drugbank.com/drugs/DB14583	approved; experimental; investigational	-631.008
Loteprednol etabonate	DB14596	[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB14596	approved	-614.753
Oxyphenisatin acetate	DB14627	CC(=O)OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(OC(C)=O)C=C1	https://go.drugbank.com/drugs/DB14627	approved; investigational; withdrawn	-580.62
Prednisolone phosphate	DB14631	[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB14631	approved; vet_approved	-658.177
